ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1211,385,1279,719,68,334,-452.135,-205.533,51.679,53.733,42.717,103.357,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,1073,673,1279,719,206,46,-451.286,-266.381,16.701,41.178,44.003,33.401,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,696,0,1279,719,583,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,655,294,897,719,242,425,-333.315,-301.967,65.431,35.569,77.215,130.901,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,200,619,342,708,142,89,-380.971,-450.241,50.116,21.813,21.813,4.653,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,417,641,642,719,225,78,-379.268,-400.905,16.701,41.178,44.003,33.401,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,612,421,719,421,107,-386.131,-451.758,23.894,54.913,54.894,47.789,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,549,259,700,719,151,460,-332.729,-359.734,69.863,38.182,38.261,139.088,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,181,468,562,719,381,251,-322.637,-429.052,36.951,18.070,100.152,73.777,-528.047,-429.371,110.000,0.244,21.313,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,372,0,1192,719,820,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-528.047,-429.371,110.000,0.244,21.313,0.011
