ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,423,197,585,465,162,268,-553.371,-792.199,51.679,53.733,42.717,103.357,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,609,217,720,450,111,233,-492.369,-807.944,46.881,42.970,50.332,93.537,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,681,297,703,339,22,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,754,245,777,283,23,38,-442.302,-824.236,73.114,8.041,8.046,16.005,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,827,319,948,454,121,135,-396.562,-789.982,25.441,34.459,31.469,50.900,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,962,311,1041,332,79,21,-341.291,-802.480,50.116,21.813,21.813,4.653,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,736,278,843,435,107,157,-433.164,-815.115,32.525,36.316,36.289,65.049,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,213,482,472,482,259,-660.568,-810.946,47.477,158.131,80.798,94.953,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,607,255,818,409,211,154,-465.159,-842.300,36.951,100.152,18.070,73.777,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,797,171,936,423,139,252,-394.800,-830.827,56.963,40.384,40.904,113.934,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,877,44,930,96,53,52,-380.234,-841.355,158.016,13.327,19.634,18.826,-512.847,-531.664,110.000,-15.632,-87.542,-0.079
