ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,809,353,1003,691,194,338,-452.135,-205.533,51.679,53.733,42.717,103.357,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,959,555,1139,719,180,164,-502.841,-267.855,25.441,31.469,34.459,50.900,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,737,566,936,719,199,153,-451.286,-266.381,16.701,41.178,44.003,33.401,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,442,0,949,719,507,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,343,263,589,710,246,447,-333.315,-301.967,65.431,35.569,77.215,130.901,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,854,344,948,505,94,161,-387.470,15.503,52.212,52.235,31.628,104.424,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,808,381,827,397,19,16,-325.445,19.913,70.282,9.839,12.833,10.465,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,807,387,838,399,31,12,-334.368,7.033,68.558,18.959,12.833,7.018,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,829,219,870,269,41,50,-347.559,21.355,177.198,29.327,2.099,34.114,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,StaticMesh_SM_Bedroom_Bed_001V,1076,302,1279,719,203,417,-609.613,-53.833,58.289,220.114,170.375,116.578,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,931,359,1135,559,204,200,-469.525,-9.054,47.477,90.994,80.798,94.953,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,30,658,377,719,347,61,-379.268,-400.905,16.701,41.178,44.003,33.401,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,203,212,412,719,209,507,-332.729,-359.734,69.863,38.182,38.261,139.088,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,465,240,719,240,254,-322.637,-429.052,36.951,18.070,100.152,73.777,-517.747,-444.282,110.000,-2.101,51.892,-0.074
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,0,0,781,719,781,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-517.747,-444.282,110.000,-2.101,51.892,-0.074
