ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,976,317,1214,676,238,359,-452.135,-205.533,51.679,53.733,42.717,103.357,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1185,536,1279,719,94,183,-502.841,-267.855,25.441,31.469,34.459,50.900,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,921,538,1140,719,219,181,-451.286,-266.381,16.701,41.178,44.003,33.401,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,685,0,1233,719,548,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,522,229,748,654,226,425,-333.315,-301.967,65.431,35.569,77.215,130.901,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,967,341,985,365,18,24,-342.816,17.525,73.114,8.041,8.046,16.005,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1086,324,1279,547,193,223,-469.525,-9.054,47.477,90.994,80.798,94.953,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,69,629,273,719,204,90,-380.971,-450.241,50.116,21.813,21.813,4.653,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,317,600,606,719,289,119,-379.268,-400.905,16.701,41.178,44.003,33.401,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,604,442,719,442,115,-386.131,-451.758,23.894,54.913,54.894,47.789,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,408,182,596,709,188,527,-332.729,-359.734,69.863,38.182,38.261,139.088,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,421,451,719,451,298,-322.637,-429.052,36.951,18.070,100.152,73.777,-496.854,-463.971,110.000,-5.283,44.460,0.026
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,112,0,924,719,812,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-496.854,-463.971,110.000,-5.283,44.460,0.026
