ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,430,213,587,483,157,270,-553.371,-792.199,51.679,53.733,42.717,103.357,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,610,233,725,465,115,232,-492.369,-807.944,46.881,42.970,50.332,93.537,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,684,312,707,354,23,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,754,261,777,298,23,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,827,332,947,467,120,135,-396.562,-789.982,25.441,34.459,31.469,50.900,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,957,324,1033,345,76,21,-341.291,-802.480,50.116,21.813,21.813,4.653,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,1026,259,1067,282,41,23,-292.041,-840.853,74.411,12.833,9.839,10.465,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_ComputerMouse_001V,StaticMesh_SM_TargetActor_ComputerMouse_001V,1016,272,1041,282,25,10,-301.191,-840.767,71.092,5.445,10.000,3.815,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,891,326,1089,462,198,136,-343.212,-803.917,23.894,54.894,54.913,47.789,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,735,293,843,449,108,156,-433.164,-815.115,32.525,36.316,36.289,65.049,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,229,480,496,480,267,-660.568,-810.946,47.477,158.131,80.798,94.953,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,607,271,816,424,209,153,-465.159,-842.300,36.951,100.152,18.070,73.777,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,794,188,930,436,136,248,-394.800,-830.827,56.963,40.384,40.904,113.934,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,870,66,922,116,52,50,-380.234,-841.355,158.016,13.327,19.634,18.826,-524.361,-531.523,110.000,-14.231,-85.419,-0.167
