ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,425,189,587,457,162,268,-553.371,-792.199,51.679,53.733,42.717,103.357,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,612,210,723,442,111,232,-492.369,-807.944,46.881,42.970,50.332,93.537,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,683,290,706,332,23,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,757,238,780,275,23,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,829,312,951,447,122,135,-396.562,-789.982,25.441,34.459,31.469,50.900,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,965,304,1044,325,79,21,-341.291,-802.480,50.116,21.813,21.813,4.653,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,897,306,1101,444,204,138,-343.212,-803.917,23.894,54.894,54.913,47.789,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,738,271,846,428,108,157,-433.164,-815.115,32.525,36.316,36.289,65.049,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,205,484,464,484,259,-660.568,-810.946,47.477,158.131,80.798,94.953,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,609,248,821,402,212,154,-465.159,-842.300,36.951,100.152,18.070,73.777,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,799,163,940,416,141,253,-394.800,-830.827,56.963,40.384,40.904,113.934,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,881,35,934,88,53,53,-380.234,-841.355,158.016,13.327,19.634,18.826,-513.518,-531.701,110.000,-16.272,-87.632,-0.088
