ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,404,255,565,525,161,270,-553.371,-792.199,51.679,53.733,42.717,103.357,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,589,275,698,508,109,233,-492.369,-807.944,46.881,42.970,50.332,93.537,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,661,353,683,395,22,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,734,302,756,339,22,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,810,374,926,511,116,137,-396.562,-789.982,25.441,34.459,31.469,50.900,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,719,334,821,492,102,158,-433.164,-815.115,32.525,36.316,36.289,65.049,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,271,462,536,462,265,-660.568,-810.946,47.477,158.131,80.798,94.953,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,588,312,797,466,209,154,-465.159,-842.300,36.951,100.152,18.070,73.777,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,780,230,907,479,127,249,-394.800,-830.827,56.963,40.384,40.904,113.934,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,849,111,897,160,48,49,-380.234,-841.355,158.016,13.327,19.634,18.826,-508.784,-531.314,110.000,-10.613,-86.629,-0.033
