ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1045,414,1279,719,234,305,-452.135,-205.533,51.679,53.733,42.717,103.357,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,918,690,1251,719,333,29,-451.286,-266.381,16.701,41.178,44.003,33.401,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,529,0,1191,719,662,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,537,326,779,719,242,393,-333.315,-301.967,65.431,35.569,77.215,130.901,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1178,402,1279,635,101,233,-387.470,15.503,52.212,52.235,31.628,104.424,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1131,240,1196,308,65,68,-347.559,21.355,177.198,29.327,2.099,34.114,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,0,675,158,719,158,44,-380.971,-450.241,50.116,21.813,21.813,4.653,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,228,686,486,719,258,33,-379.268,-400.905,16.701,41.178,44.003,33.401,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,663,248,719,248,56,-386.131,-451.758,23.894,54.913,54.894,47.789,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,420,289,576,719,156,430,-332.729,-359.734,69.863,38.182,38.261,139.088,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,504,433,719,433,215,-322.637,-429.052,36.951,18.070,100.152,73.777,-535.041,-412.650,110.000,3.041,27.124,0.106
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,214,0,1065,719,851,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-535.041,-412.650,110.000,3.041,27.124,0.106
