ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,970,248,1223,590,253,342,-452.135,-205.533,51.679,53.733,42.717,103.357,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1162,461,1279,719,117,258,-502.841,-267.855,25.441,31.469,34.459,50.900,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,919,464,1133,675,214,211,-451.286,-266.381,16.701,41.178,44.003,33.401,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,703,0,1279,719,576,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,529,155,758,575,229,420,-333.315,-301.967,65.431,35.569,77.215,130.901,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,973,97,1028,156,55,59,-347.559,21.355,177.198,29.327,2.099,34.114,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,StaticMesh_SM_Bedroom_Bed_001V,1253,172,1279,719,26,547,-609.613,-53.833,58.289,220.114,170.375,116.578,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1075,255,1279,471,204,216,-469.525,-9.054,47.477,90.994,80.798,94.953,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,121,554,321,699,200,145,-380.971,-450.241,50.116,21.813,21.813,4.653,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,350,525,628,719,278,194,-379.268,-400.905,16.701,41.178,44.003,33.401,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,530,491,719,491,189,-386.131,-451.758,23.894,54.913,54.894,47.789,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,412,105,609,626,197,521,-332.729,-359.734,69.863,38.182,38.261,139.088,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,352,471,719,471,367,-322.637,-429.052,36.951,18.070,100.152,73.777,-492.074,-468.764,110.000,-11.440,45.415,-0.018
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,29,0,941,664,912,664,-303.592,-234.164,150.000,29.858,400.000,300.000,-492.074,-468.764,110.000,-11.440,45.415,-0.018
