ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1050,416,1279,719,229,303,-452.135,-205.533,51.679,53.733,42.717,103.357,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,922,695,1259,719,337,24,-451.286,-266.381,16.701,41.178,44.003,33.401,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,531,0,1198,719,667,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,540,328,783,719,243,391,-333.315,-301.967,65.431,35.569,77.215,130.901,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1186,405,1279,641,93,236,-387.470,15.503,52.212,52.235,31.628,104.424,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1138,242,1204,310,66,68,-347.559,21.355,177.198,29.327,2.099,34.114,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,0,677,162,719,162,42,-380.971,-450.241,50.116,21.813,21.813,4.653,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,229,689,488,719,259,30,-379.268,-400.905,16.701,41.178,44.003,33.401,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,665,251,719,251,54,-386.131,-451.758,23.894,54.913,54.894,47.789,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,423,292,579,719,156,427,-332.729,-359.734,69.863,38.182,38.261,139.088,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,507,436,719,436,212,-322.637,-429.052,36.951,18.070,100.152,73.777,-535.327,-412.051,110.000,3.273,26.681,0.104
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,217,0,1071,719,854,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-535.327,-412.051,110.000,3.273,26.681,0.104
