ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1174,361,1279,719,105,358,-452.135,-205.533,51.679,53.733,42.717,103.357,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,1129,608,1279,719,150,111,-451.286,-266.381,16.701,41.178,44.003,33.401,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,889,0,1279,719,390,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,670,270,896,711,226,441,-333.315,-301.967,65.431,35.569,77.215,130.901,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,1062,407,1150,522,88,115,-333.684,13.185,32.525,36.316,36.289,65.049,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,1084,400,1126,414,42,14,-334.368,7.033,68.558,18.959,12.833,7.018,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1112,205,1171,266,59,61,-347.559,21.355,177.198,29.327,2.099,34.114,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,306,662,492,719,186,57,-380.971,-450.241,50.116,21.813,21.813,4.653,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,499,647,792,719,293,72,-379.268,-400.905,16.701,41.178,44.003,33.401,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,164,641,658,719,494,78,-386.131,-451.758,23.894,54.913,54.894,47.789,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,569,226,750,719,181,493,-332.729,-359.734,69.863,38.182,38.261,139.088,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,160,460,602,719,442,259,-322.637,-429.052,36.951,18.070,100.152,73.777,-481.899,-479.158,110.000,-1.599,37.037,-0.060
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,348,0,1058,719,710,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-481.899,-479.158,110.000,-1.599,37.037,-0.060
