ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,1003,47,1279,719,276,672,-453.044,-339.943,74.248,67.017,71.473,148.496,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,749,410,1025,719,276,309,-333.315,-301.967,65.431,35.569,77.215,130.901,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,StaticMesh_SM_Bedroom_Bedstool_001V,1180,629,1279,719,99,90,-389.058,-119.485,21.470,38.388,120.679,42.356,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,1174,557,1279,695,105,138,-333.684,13.185,32.525,36.316,36.289,65.049,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,1193,541,1225,561,32,20,-325.445,19.913,70.282,9.839,12.833,10.465,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,1231,533,1259,564,28,31,-342.816,17.525,73.114,8.041,8.046,16.005,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,1195,548,1247,565,52,17,-334.368,7.033,68.558,18.959,12.833,7.018,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1191,339,1264,402,73,63,-347.559,21.355,177.198,29.327,2.099,34.114,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,651,368,867,719,216,351,-332.729,-359.734,69.863,38.182,38.261,139.088,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,193,612,695,719,502,107,-322.637,-429.052,36.951,18.070,100.152,73.777,-474.560,-487.803,110.000,11.025,33.060,0.056
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,415,0,1179,719,764,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-474.560,-487.803,110.000,11.025,33.060,0.056
