ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,985,348,1218,719,233,371,-452.135,-205.533,51.679,53.733,42.717,103.357,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1205,572,1279,719,74,147,-502.841,-267.855,25.441,31.469,34.459,50.900,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,928,573,1151,719,223,146,-451.286,-266.381,16.701,41.178,44.003,33.401,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,680,0,1221,719,541,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,523,261,748,692,225,431,-333.315,-301.967,65.431,35.569,77.215,130.901,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1000,339,1112,514,112,175,-387.470,15.503,52.212,52.235,31.628,104.424,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,946,378,967,395,21,17,-325.445,19.913,70.282,9.839,12.833,10.465,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,973,372,990,396,17,24,-342.816,17.525,73.114,8.041,8.046,16.005,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,945,384,981,397,36,13,-334.368,7.033,68.558,18.959,12.833,7.018,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1097,355,1279,584,182,229,-469.525,-9.054,47.477,90.994,80.798,94.953,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,50,663,254,719,204,56,-380.971,-450.241,50.116,21.813,21.813,4.653,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,306,634,600,719,294,85,-379.268,-400.905,16.701,41.178,44.003,33.401,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,638,421,719,421,81,-386.131,-451.758,23.894,54.913,54.894,47.789,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,410,215,594,719,184,504,-332.729,-359.734,69.863,38.182,38.261,139.088,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,451,445,719,445,268,-322.637,-429.052,36.951,18.070,100.152,73.777,-498.691,-462.112,110.000,-2.544,43.808,0.028
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,145,0,922,719,777,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-498.691,-462.112,110.000,-2.544,43.808,0.028
