ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,991,384,1225,719,234,335,-452.135,-205.533,51.679,53.733,42.717,103.357,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1222,615,1279,719,57,104,-502.841,-267.855,25.441,31.469,34.459,50.900,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,931,614,1163,719,232,105,-451.286,-266.381,16.701,41.178,44.003,33.401,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,665,5,1209,719,544,714,-453.044,-339.943,74.248,67.017,71.473,148.496,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,519,296,746,719,227,423,-333.315,-301.967,65.431,35.569,77.215,130.901,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1009,374,1120,553,111,179,-387.470,15.503,52.212,52.235,31.628,104.424,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,952,414,974,431,22,17,-325.445,19.913,70.282,9.839,12.833,10.465,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,952,420,988,433,36,13,-334.368,7.033,68.558,18.959,12.833,7.018,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,974,241,1021,295,47,54,-347.559,21.355,177.198,29.327,2.099,34.114,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1109,391,1279,629,170,238,-469.525,-9.054,47.477,90.994,80.798,94.953,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,13,704,222,719,209,15,-380.971,-450.241,50.116,21.813,21.813,4.653,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,283,676,584,719,301,43,-379.268,-400.905,16.701,41.178,44.003,33.401,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,678,384,719,384,41,-386.131,-451.758,23.894,54.913,54.894,47.789,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,406,252,587,719,181,467,-332.729,-359.734,69.863,38.182,38.261,139.088,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,487,433,719,433,232,-322.637,-429.052,36.951,18.070,100.152,73.777,-501.913,-458.807,110.000,0.599,42.958,0.007
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,165,0,921,719,756,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-501.913,-458.807,110.000,0.599,42.958,0.007
