ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1080,289,1279,667,199,378,-452.135,-205.533,51.679,53.733,42.717,103.357,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,1031,518,1277,719,246,201,-451.286,-266.381,16.701,41.178,44.003,33.401,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,808,0,1279,719,471,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,621,196,846,620,225,424,-333.315,-301.967,65.431,35.569,77.215,130.901,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,1025,326,1065,340,40,14,-334.368,7.033,68.558,18.959,12.833,7.018,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1062,133,1122,194,60,61,-347.559,21.355,177.198,29.327,2.099,34.114,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,252,583,437,719,185,136,-380.971,-450.241,50.116,21.813,21.813,4.653,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,451,564,727,719,276,155,-379.268,-400.905,16.701,41.178,44.003,33.401,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,111,562,596,719,485,157,-386.131,-451.758,23.894,54.913,54.894,47.789,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,514,150,700,667,186,517,-332.729,-359.734,69.863,38.182,38.261,139.088,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,92,388,556,719,464,331,-322.637,-429.052,36.951,18.070,100.152,73.777,-485.135,-475.767,110.000,-8.012,40.211,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,232,0,1025,692,793,692,-303.592,-234.164,150.000,29.858,400.000,300.000,-485.135,-475.767,110.000,-8.012,40.211,-0.076
