ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1051,378,1279,719,228,341,-452.135,-205.533,51.679,53.733,42.717,103.357,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1245,673,1279,719,34,46,-502.841,-267.855,25.441,31.469,34.459,50.900,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,927,642,1233,719,306,77,-451.286,-266.381,16.701,41.178,44.003,33.401,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,563,0,1185,719,622,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,547,290,782,717,235,427,-333.315,-301.967,65.431,35.569,77.215,130.901,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1166,367,1279,589,113,222,-387.470,15.503,52.212,52.235,31.628,104.424,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1126,207,1187,275,61,68,-347.559,21.355,177.198,29.327,2.099,34.114,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,3,637,187,719,184,82,-380.971,-450.241,50.116,21.813,21.813,4.653,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,276,645,515,719,239,74,-379.268,-400.905,16.701,41.178,44.003,33.401,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,625,273,719,273,94,-386.131,-451.758,23.894,54.913,54.894,47.789,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,434,253,589,719,155,466,-332.729,-359.734,69.863,38.182,38.261,139.088,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,1,468,446,719,445,251,-322.637,-429.052,36.951,18.070,100.152,73.777,-531.183,-420.337,110.000,-0.093,28.553,0.079
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,234,0,1049,719,815,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-531.183,-420.337,110.000,-0.093,28.553,0.079
