ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,457,355,603,635,146,280,-553.371,-792.199,51.679,53.733,42.717,103.357,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,626,374,741,614,115,240,-492.369,-807.944,46.881,42.970,50.332,93.537,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,702,452,725,494,23,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,1067,391,1096,426,29,35,-294.427,-819.068,77.243,8.041,8.046,16.005,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,768,401,790,437,22,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,852,471,968,615,116,144,-396.562,-789.982,25.441,34.459,31.469,50.900,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,973,463,1051,484,78,21,-341.291,-802.480,50.116,21.813,21.813,4.653,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,1034,399,1072,421,38,22,-292.041,-840.853,74.411,12.833,9.839,10.465,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,1048,400,1086,424,38,24,-293.533,-829.512,74.411,9.839,12.833,10.465,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_ComputerMouse_001V,StaticMesh_SM_TargetActor_ComputerMouse_001V,1024,411,1048,421,24,10,-301.191,-840.767,71.092,5.445,10.000,3.815,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,914,465,1111,609,197,144,-343.212,-803.917,23.894,54.894,54.913,47.789,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,754,432,859,596,105,164,-433.164,-815.115,32.525,36.316,36.289,65.049,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,370,488,653,488,283,-660.568,-810.946,47.477,158.131,80.798,94.953,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,621,410,827,570,206,160,-465.159,-842.300,36.951,100.152,18.070,73.777,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,813,332,933,581,120,249,-394.800,-830.827,56.963,40.384,40.904,113.934,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,869,222,913,266,44,44,-380.234,-841.355,158.016,13.327,19.634,18.826,-533.691,-530.231,110.000,-1.730,-85.046,-0.080
