ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,1069,280,1279,654,210,374,-452.135,-205.533,51.679,53.733,42.717,103.357,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,1019,508,1262,719,243,211,-451.286,-266.381,16.701,41.178,44.003,33.401,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,798,0,1279,719,481,719,-453.044,-339.943,74.248,67.017,71.473,148.496,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,613,188,839,610,226,422,-333.315,-301.967,65.431,35.569,77.215,130.901,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,StaticMesh_SM_Bedroom_Bedstool_001V,963,381,1144,530,181,149,-389.058,-119.485,21.470,38.388,120.679,42.356,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1054,125,1114,186,60,61,-347.559,21.355,177.198,29.327,2.099,34.114,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,243,575,428,714,185,139,-380.971,-450.241,50.116,21.813,21.813,4.653,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,443,555,719,719,276,164,-379.268,-400.905,16.701,41.178,44.003,33.401,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,101,554,587,719,486,165,-386.131,-451.758,23.894,54.913,54.894,47.789,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,506,140,692,658,186,518,-332.729,-359.734,69.863,38.182,38.261,139.088,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,81,380,549,719,468,339,-322.637,-429.052,36.951,18.070,100.152,73.777,-485.597,-475.293,110.000,-8.750,40.709,-0.076
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,212,0,1019,684,807,684,-303.592,-234.164,150.000,29.858,400.000,300.000,-485.597,-475.293,110.000,-8.750,40.709,-0.076
