ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,992,381,1224,719,232,338,-452.135,-205.533,51.679,53.733,42.717,103.357,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1223,611,1279,719,56,108,-502.841,-267.855,25.441,31.469,34.459,50.900,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,932,611,1162,719,230,108,-451.286,-266.381,16.701,41.178,44.003,33.401,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,668,2,1209,719,541,717,-453.044,-339.943,74.248,67.017,71.473,148.496,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,521,293,746,719,225,426,-333.315,-301.967,65.431,35.569,77.215,130.901,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1009,371,1119,550,110,179,-387.470,15.503,52.212,52.235,31.628,104.424,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Cup_001V,StaticMesh_SM_TargetActor_Cup_001V,952,411,974,428,22,17,-325.445,19.913,70.282,9.839,12.833,10.465,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Alarmclock_001V,StaticMesh_SM_Bedroom_Alarmclock_001V,951,417,988,430,37,13,-334.368,7.033,68.558,18.959,12.833,7.018,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,974,238,1021,292,47,54,-347.559,21.355,177.198,29.327,2.099,34.114,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1109,388,1279,625,170,237,-469.525,-9.054,47.477,90.994,80.798,94.953,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,18,700,227,719,209,19,-380.971,-450.241,50.116,21.813,21.813,4.653,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,287,672,587,719,300,47,-379.268,-400.905,16.701,41.178,44.003,33.401,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,675,389,719,389,44,-386.131,-451.758,23.894,54.913,54.894,47.789,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,408,249,588,719,180,470,-332.729,-359.734,69.863,38.182,38.261,139.088,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,484,435,719,435,235,-322.637,-429.052,36.951,18.070,100.152,73.777,-501.459,-459.276,110.000,0.348,43.035,0.011
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,168,0,921,719,753,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-501.459,-459.276,110.000,0.348,43.035,0.011
