ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,985,386,1221,719,236,333,-452.135,-205.533,51.679,53.733,42.717,103.357,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,1212,619,1279,719,67,100,-502.841,-267.855,25.441,31.469,34.459,50.900,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,922,618,1156,719,234,101,-451.286,-266.381,16.701,41.178,44.003,33.401,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,StaticMesh_SM_TargetActor_Plant_002V,650,7,1198,719,548,712,-453.044,-339.943,74.248,67.017,71.473,148.496,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,StaticMesh_SM_TargetActor_Shoesrack_001V,513,298,741,719,228,421,-333.315,-301.967,65.431,35.569,77.215,130.901,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,StaticMesh_SM_Bedroom_Suitcase_001V,1009,376,1121,556,112,180,-387.470,15.503,52.212,52.235,31.628,104.424,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,973,242,1021,297,48,55,-347.559,21.355,177.198,29.327,2.099,34.114,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,1108,393,1279,633,171,240,-469.525,-9.054,47.477,90.994,80.798,94.953,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Bowl_001V,StaticMesh_SM_TargetActor_Bowl_001V,0,705,204,719,204,14,-380.971,-450.241,50.116,21.813,21.813,4.653,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,StaticMesh_SM_TargetActor_NightStand_002V,270,677,571,719,301,42,-379.268,-400.905,16.701,41.178,44.003,33.401,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,StaticMesh_SM_Bedroom_Sidetable_006V,0,679,363,719,363,40,-386.131,-451.758,23.894,54.913,54.894,47.789,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,StaticMesh_SM_Bedroom_Coatrack_001V,398,254,579,719,181,465,-332.729,-359.734,69.863,38.182,38.261,139.088,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,0,488,425,719,425,231,-322.637,-429.052,36.951,18.070,100.152,73.777,-504.235,-456.380,110.000,0.772,42.640,-0.017
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,StaticMesh_SM_General_Window_003V,157,0,920,719,763,719,-303.592,-234.164,150.000,29.858,400.000,300.000,-504.235,-456.380,110.000,0.772,42.640,-0.017
