ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,0,532,132,719,132,187,-553.371,-792.199,51.679,53.733,42.717,103.357,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,102,553,311,719,209,166,-492.369,-807.944,46.881,42.970,50.332,93.537,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,249,651,283,710,34,59,-479.907,-792.653,54.682,8.046,8.041,16.005,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,363,581,390,626,27,45,-442.302,-824.236,73.114,8.041,8.046,16.005,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,444,653,562,719,118,66,-396.562,-789.982,25.441,34.459,31.469,50.900,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,332,615,458,719,126,104,-433.164,-815.115,32.525,36.316,36.289,65.049,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,129,590,438,719,309,129,-465.159,-842.300,36.951,100.152,18.070,73.777,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,418,502,545,719,127,217,-394.800,-830.827,56.963,40.384,40.904,113.934,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Painting_011V,StaticMesh_SM_General_Painting_011V,1116,59,1279,276,163,217,-323.592,-570.347,177.198,2.099,29.327,34.114,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,496,394,535,437,39,43,-380.234,-841.355,158.016,13.327,19.634,18.826,-485.471,-524.230,110.000,13.340,-60.588,0.119
BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,StaticMesh_SM_Bedroom_Couch_001V,789,577,1279,719,490,142,-363.597,-569.215,47.477,90.994,80.798,94.953,-485.471,-524.230,110.000,13.340,-60.588,0.119
